words,key_hold_duration,interval
76,58 ms,-149
68,78 ms,-70
32,0 ms,-56
66,45 ms,-149
69,0 ms,-12
188,73 ms,-136
32,66 ms,-103
65,60 ms,-103
8,36 ms,-203
79,81 ms,-93
82,31 ms,-75
32,0 ms,-47
79,27 ms,-142
8,51 ms,-279
80,74 ms,-124
69,25 ms,-69
82,0 ms,-89
72,66 ms,-126
65,75 ms,-79
80,68 ms,-173
83,83 ms,-87
32,0 ms,-71
84,54 ms,-100
72,58 ms,-66
69,114 ms,-110
32,77 ms,-211
83,84 ms,-105
87,100 ms,-160
82,86 ms,-150
79,0 ms,-76
8,44 ms,-182
8,55 ms,-114
79,59 ms,-103
82,78 ms,-127
68,104 ms,-181
32,68 ms,-208
8,43 ms,-235
70,67 ms,-62
73,60 ms,-76
83,69 ms,-135
72,0 ms,-23
69,64 ms,-88
83,104 ms,-102
32,0 ms,-93
8,51 ms,-396
8,60 ms,-123
8,62 ms,-134
8,67 ms,-146
8,75 ms,-161
83,85 ms,-294
72,72 ms,-419
69,47 ms,-72
83,111 ms,-92
32,73 ms,-123
67,72 ms,-156
79,0 ms,-65
85,54 ms,-126
76,79 ms,-148
68,22 ms,-50
32,0 ms,-57
66,84 ms,-118
69,0 ms,-37
32,98 ms,-140
83,24 ms,-63
65,0 ms,-128
73,67 ms,-84
68,30 ms,-43
32,0 ms,-50
84,57 ms,-120
79,63 ms,-88
32,0 ms,-53
82,102 ms,-226
69,64 ms,-202
83,110 ms,-93
69,8 ms,-91
77,0 ms,-84
66,66 ms,-120
76,70 ms,-96
69,33 ms,-58
32,0 ms,-59
72,55 ms,-256
69,41 ms,-42
65,0 ms,-44
76,71 ms,-101
84,78 ms,-108
72,63 ms,-99
89,16 ms,-60
32,0 ms,-61
83,107 ms,-109
69,0 ms,-101
83,120 ms,-129
83,74 ms,-165
73,0 ms,-46
79,57 ms,-143
78,74 ms,-98
83,65 ms,-93
190,76 ms,-119
32,51 ms,-104
65,158 ms,-294
32,77 ms,-101
80,46 ms,-219
8,65 ms,-187
67,17 ms,-59
65,0 ms,-74
80,58 ms,-77
82,58 ms,-132
73,65 ms,-110
67,62 ms,-228
79,47 ms,-123
82,55 ms,-378
78,0 ms,-52
32,62 ms,-109
73,70 ms,-83
83,89 ms,-89
32,0 ms,-69
65,78 ms,-80
32,0 ms,-69
72,58 ms,-188
69,77 ms,-100
76,78 ms,-100
73,66 ms,-184
85,55 ms,-175
77,84 ms,-130
32,55 ms,-95
70,54 ms,-86
82,74 ms,-111
79,0 ms,-40
77,65 ms,-100
32,27 ms,-53
84,0 ms,-29
72,52 ms,-108
69,45 ms,-45
32,0 ms,-35
82,77 ms,-104
73,0 ms,-65
71,54 ms,-105
72,57 ms,-55
84,74 ms,-70
32,0 ms,-58
80,65 ms,-59
69,87 ms,-83
82,0 ms,-55
83,112 ms,-129
69,63 ms,-116
80,91 ms,-131
8,47 ms,-244
8,58 ms,-119
80,65 ms,-102
70,7 ms,-55
69,0 ms,-64
67,88 ms,-38
84,42 ms,-235
8,39 ms,-151
8,50 ms,-120
8,73 ms,-111
67,0 ms,-51
84,52 ms,-154
73,54 ms,-84
86,81 ms,-66
69,0 ms,-71
190,73 ms,-102
32,54 ms,-116
72,67 ms,-193
79,60 ms,-179
87,132 ms,-63
69,8 ms,-90
86,0 ms,-113
69,48 ms,-90
82,70 ms,-124
188,41 ms,-86
188,71 ms,-47
32,69 ms,-85
65,101 ms,-77
32,0 ms,-67
8,49 ms,-207
8,49 ms,-119
8,60 ms,-125
8,54 ms,-412
32,63 ms,-108
65,104 ms,-388
83,16 ms,-50
32,0 ms,-82
76,79 ms,-139
8,50 ms,-172
8,71 ms,-125
8,45 ms,-366
32,62 ms,-165
83,80 ms,-455
76,0 ms,-70
69,62 ms,-102
68,97 ms,-123
32,0 ms,-62
73,60 ms,-93
83,93 ms,-73
32,0 ms,-56
65,87 ms,-80
32,0 ms,-79
77,84 ms,-460
65,58 ms,-147
78,67 ms,-218
8,51 ms,-299
73,53 ms,-132
76,62 ms,-142
77,68 ms,-295
65,59 ms,-115
78,0 ms,-48
186,9 ms,-226
8,45 ms,-438
222,73 ms,-143
83,100 ms,-143
32,0 ms,-74
84,70 ms,-245
78,48 ms,-86
8,51 ms,-258
69,56 ms,-74
78,58 ms,-79
78,64 ms,-115
73,56 ms,-108
83,80 ms,-110
190,78 ms,-85
32,44 ms,-127
84,144 ms,-131
72,42 ms,-79
69,81 ms,-77
32,0 ms,-73
67,62 ms,-450
79,0 ms,-34
77,75 ms,-129
80,61 ms,-146
69,63 ms,-67
73,55 ms,-134
84,0 ms,-49
8,42 ms,-195
8,51 ms,-117
84,79 ms,-65
73,0 ms,-69
84,75 ms,-112
79,74 ms,-105
82,97 ms,-82
32,0 ms,-59
79,62 ms,-175
70,81 ms,-75
32,0 ms,-38
65,76 ms,-80
32,0 ms,-68
78,49 ms,-93
8,41 ms,-198
8,47 ms,-113
78,66 ms,-134
32,54 ms,-75
65,86 ms,-86
76,64 ms,-102
65,110 ms,-70
82,21 ms,-81
77,0 ms,-76
32,64 ms,-103
66,90 ms,-125
69,0 ms,-56
67,67 ms,-159
79,54 ms,-105
77,74 ms,-156
69,0 ms,-54
83,80 ms,-90
32,65 ms,-86
65,73 ms,-78
32,0 ms,-71
84,71 ms,-264
79,73 ms,-324
69,91 ms,-97
76,73 ms,-132
69,64 ms,-174
83,81 ms,-108
83,104 ms,-133
32,0 ms,-83
82,66 ms,-127
65,64 ms,-76
73,0 ms,-22
78,79 ms,-89
67,73 ms,-133
79,57 ms,-111
65,0 ms,-39
84,73 ms,-89
190,76 ms,-82
32,72 ms,-116
84,109 ms,-126
72,68 ms,-66
69,66 ms,-154
73,64 ms,-91
82,88 ms,-93
32,0 ms,-71
84,75 ms,-168
87,93 ms,-152
73,79 ms,-115
83,0 ms,-72
84,81 ms,-98
32,35 ms,-69
87,29 ms,-29
65,28 ms,-84
83,0 ms,-89
188,7 ms,-124
188,81 ms,-40
32,58 ms,-139
73,56 ms,-90
8,32 ms,-280
8,42 ms,-119
8,63 ms,-128
32,41 ms,-262
73,54 ms,-68
78,85 ms,-120
32,0 ms,-75
84,73 ms,-62
72,74 ms,-75
73,62 ms,-359
83,83 ms,-78
32,17 ms,-56
77,0 ms,-30
79,44 ms,-149
77,83 ms,-88
69,0 ms,-53
78,54 ms,-125
84,61 ms,-76
